class,scientific,english
Aves,Polioptila guianensis,Guianan Gnatcatcher
Aves,Microbates cinereiventris,Tawny-faced Gnatwren
Aves,Microbates collaris,Collared Gnatwren
Aves,Sitta pygmaea,Pygmy Nuthatch
Aves,Sitta solangiae,Yellow-billed Nuthatch
Aves,Sitta tephronota,Eastern Rock-nuthatch
Aves,Sitta victoriae,White-browed Nuthatch
Aves,Sitta villosa,Snowy-browed Nuthatch
Aves,Sitta whiteheadi,Corsican Nuthatch
Aves,Sitta yunnanensis,Yunnan Nuthatch
Aves,Sitta pusilla,Brown-headed Nuthatch
Aves,Sitta ledanti,Algerian Nuthatch
Aves,Tichodroma muraria,Wallcreeper
Aves,Sitta frontalis,Velvet-fronted Nuthatch
Aves,Sitta cashmirensis,Kashmir Nuthatch
Aves,Sitta carolinensis,White-breasted Nuthatch
Aves,Sitta canadensis,Red-breasted Nuthatch
Aves,Sitta azurea,Blue Nuthatch
Aves,Sitta magna,Giant Nuthatch
Aves,Sitta formosa,Beautiful Nuthatch
Aves,Sitta oenochlamys,Sulphur-billed Nuthatch
Aves,Sitta himalayensis,White-tailed Nuthatch
Aves,Sitta krueperi,Krueper's Nuthatch
Aves,Sitta castanea,Chestnut-bellied Nuthatch
Aves,Sitta leucopsis,White-cheeked Nuthatch
Aves,Sitta nagaensis,Chestnut-vented Nuthatch
Aves,Sitta neumayer,Western Rock-nuthatch
Aves,Sitta europaea,Wood Nuthatch
Aves,Salpornis spilonotus,Spotted Treecreeper
Aves,Certhia familiaris,Eurasian Treecreeper
Aves,Certhia tianquanensis,Sichuan Treecreeper
Aves,Certhia nipalensis,Rusty-flanked Treecreeper
Aves,Certhia manipurensis,Manipur Treecreeper
Aves,Certhia americana,American Treecreeper
Aves,Certhia himalayana,Bar-tailed Treecreeper
Aves,Certhia discolor,Brown-throated Treecreeper
Aves,Certhia brachydactyla,Short-toed Treecreeper
Aves,Certhia hodgsoni,Hodgson's Treecreeper
Aves,Ramphocinclus brachyurus,White-breasted Thrasher
Aves,Oreoscoptes montanus,Sage Thrasher
Aves,Toxostoma bendirei,Bendire's Thrasher
Aves,Toxostoma rufum,Brown Thrasher
Aves,Toxostoma redivivum,California Thrasher
Aves,Toxostoma ocellatum,Ocellated Thrasher
Aves,Toxostoma longirostre,Long-billed Thrasher
Aves,Toxostoma lecontei,Le Conte's Thrasher
Aves,Toxostoma guttatum,Cozumel Thrasher
Aves,Toxostoma curvirostre,Curve-billed Thrasher
Aves,Toxostoma cinereum,Grey Thrasher
Aves,Toxostoma crissale,Crissal Thrasher
Aves,Cinclocerthia ruficauda,Brown Trembler
Aves,Cinclocerthia gutturalis,Grey Trembler
Aves,Melanoptila glabrirostris,Black Catbird
Aves,Mimus dorsalis,Brown-backed Mockingbird
Aves,Mimus gilvus,Tropical Mockingbird
Aves,Donacobius atricapilla,Black-capped Donacobius
Aves,Mimus graysoni,Socorro Mockingbird
Aves,Mimus trifasciatus,Floreana Mockingbird
Aves,Mimus patagonicus,Patagonian Mockingbird
Aves,Mimus saturninus,Chalk-browed Mockingbird
Aves,Mimus thenca,Chilean Mockingbird
Aves,Mimus parvulus,Galapagos Mockingbird
Aves,Mimus melanotis,San Cristobal Mockingbird
Aves,Melanotis hypoleucus,Blue-and-white Mockingbird
Aves,Mimus longicaudatus,Long-tailed Mockingbird
Aves,Dumetella carolinensis,Grey Catbird
Aves,Mimus triurus,White-banded Mockingbird
Aves,Margarops fuscus,Scaly-breasted Thrasher
Aves,Margarops fuscatus,Pearly-eyed Thrasher
Aves,Mimus gundlachii,Bahama Mockingbird
Aves,Mimus polyglottos,Northern Mockingbird
Aves,Melanotis caerulescens,Blue Mockingbird
Aves,Mimus macdonaldi,Espanola Mockingbird
Aves,Rhabdornis grandis,Long-billed Rhabdornis
Aves,Rhabdornis inornatus,Stripe-breasted Rhabdornis
Aves,Rhabdornis mystacalis,Stripe-sided Rhabdornis
Aves,Onychognathus tristramii,Tristram's Starling
Aves,Onychognathus morio,Red-winged Starling
Aves,Onychognathus albirostris,White-billed Starling
Aves,Onychognathus blythii,Somali Starling
Aves,Onychognathus frater,Socotra Starling
Aves,Onychognathus fulgidus,Chestnut-winged Starling
Aves,Onychognathus nabouroup,Pale-winged Starling
Aves,Onychognathus neumanni,Neumann's Starling
Aves,Onychognathus salvadorii,Bristle-crowned Starling
Aves,Onychognathus tenuirostris,Slender-billed Starling
Aves,Neocichla gutturalis,Babbling Starling
Aves,Poeoptera kenricki,Kenrick's Starling
Aves,Poeoptera lugubris,Narrow-tailed Starling
Aves,Poeoptera stuhlmanni,Stuhlmann's Starling
Aves,Onychognathus walleri,Waller's Starling
Aves,Speculipastor bicolor,Magpie Starling
Aves,Sturnus erythropygius,White-headed Starling
Aves,Sturnus sericeus,Red-billed Starling
Aves,Sturnus cineraceus,White-cheeked Starling
Aves,Sturnus burmannicus,Vinous-breasted Starling
Aves,Sturnus contra,Asian Pied Starling
Aves,Sturnus malabaricus,Chestnut-tailed Starling
Aves,Sturnus melanopterus,Black-winged Starling
Aves,Sturnus nigricollis,Black-collared Starling
Aves,Sturnus pagodarum,Brahminy Starling
Aves,Streptocitta albicollis,White-necked Myna
Aves,Sturnus roseus,Rosy Starling
Aves,Streptocitta albertinae,Bare-eyed Myna
Aves,Sturnus sinensis,White-shouldered Starling
Aves,Sturnus sturninus,Purple-backed Starling
Aves,Sturnus unicolor,Spotless Starling
Aves,Sturnus vulgaris,Common Starling
Aves,Scissirostrum dubium,Finch-billed Myna
Aves,Saroglossa spiloptera,Spot-winged Starling
Aves,Saroglossa aurata,Madagascar Starling
Aves,Sarcops calvus,Coleto
Aves,Sturnus philippensis,Chestnut-cheeked Starling
Aves,Spreo fischeri,Fischer's Starling
Aves,Spreo albicapillus,White-crowned Starling
Aves,Spreo bicolor,African Pied Starling
Aves,Sturnus albofrontatus,White-faced Starling
Aves,Acridotheres cristatellus,Crested Myna
Aves,Creatophora cinerea,Wattled Starling
Aves,Aplonis magna,Long-tailed Starling
Aves,Cosmopsarus regius,Golden-breasted Starling
Aves,Acridotheres tristis,Common Myna
Aves,Acridotheres grandis,White-vented Myna
Aves,Acridotheres fuscus,Jungle Myna
Aves,Acridotheres cinereus,Pale-bellied Myna
Aves,Acridotheres albocinctus,Collared Myna
Aves,Cosmopsarus unicolor,Ashy Starling
Aves,Acridotheres ginginianus,Bank Myna
Aves,Aplonis mysolensis,Moluccan Starling
Aves,Cinnyricinclus sharpii,Sharpe's Starling
Aves,Aplonis crassa,Tanimbar Starling
Aves,Coccycolius iris,Emerald Starling
Aves,Aplonis zelandica,Rusty-winged Starling
Aves,Aplonis tabuensis,Polynesian Starling
Aves,Aplonis striata,Striated Starling
Aves,Aplonis santovestris,Santo Starling
Aves,Aplonis pelzelni,Pohnpei Starling
Aves,Aplonis panayensis,Asian Glossy Starling
Aves,Cinnyricinclus femoralis,Abbott's Starling
Aves,Aplonis mystacea,Yellow-eyed Starling
Aves,Cinnyricinclus leucogaster,Violet-backed Starling
Aves,Aplonis minor,Short-tailed Starling
Aves,Aplonis metallica,Metallic Starling
Aves,Aplonis insularis,Rennell Starling
Aves,Aplonis feadensis,Atoll Starling
Aves,Aplonis dichroa,San Cristobal Starling
Aves,Aplonis atrifusca,Samoan Starling
Aves,Aplonis brunneicapillus,White-eyed Starling
Aves,Aplonis cantoroides,Singing Starling
Aves,Aplonis cinerascens,Rarotonga Starling
Aves,Aplonis opaca,Micronesian Starling
Aves,Aplonis grandis,Brown-winged Starling
Aves,Basilornis celebensis,Sulawesi Myna
Aves,Basilornis corythaix,Long-crested Myna
Aves,Basilornis galeatus,Helmeted Myna
Aves,Basilornis mirandus,Apo Myna
Aves,Buphagus africanus,Yellow-billed Oxpecker
Aves,Buphagus erythrorhynchus,Red-billed Oxpecker
Aves,Ampeliceps coronatus,Golden-crested Myna
Aves,Leucopsar rothschildi,Bali Starling
Aves,Lamprotornis nitens,Red-shouldered Glossy-starling
Aves,Lamprotornis mevesii,Meves's Glossy-starling
Aves,Lamprotornis hildebrandti,Hildebrandt's Starling
Aves,Grafisia torquata,White-collared Starling
Aves,Gracula religiosa,Hill Myna
Aves,Gracula ptilogenys,Sri Lanka Myna
Aves,Lamprotornis elisabeth,Southern Blue-eared Glossy-starling
Aves,Mino dumontii,Yellow-faced Myna
Aves,Lamprotornis australis,Burchell's Glossy-starling
Aves,Lamprotornis splendidus,Splendid Glossy-starling
Aves,Lamprotornis superbus,Superb Starling
Aves,Lamprotornis caudatus,Long-tailed Glossy-starling
Aves,Lamprotornis chalcurus,Bronze-tailed Glossy-starling
Aves,Lamprotornis chalybaeus,Greater Blue-eared Glossy-starling
Aves,Mino anais,Golden Myna
Aves,Lamprotornis acuticaudus,Sharp-tailed Glossy-starling
Aves,Lamprotornis pulcher,Chestnut-bellied Starling
Aves,Enodes erythrophris,Fiery-browed Myna
Aves,Lamprotornis ornatus,Principe Glossy-starling
Aves,Lamprotornis purpuroptera,Rueppell's Glossy-starling
Aves,Lamprotornis purpureus,Purple Glossy-starling
Aves,Lamprotornis shelleyi,Shelley's Starling
Aves,Lamprotornis chloropterus,Lesser Blue-eared Glossy-starling
Aves,Lamprotornis purpureiceps,Purple-headed Glossy-starling
Aves,Lamprotornis cupreocauda,Copper-tailed Glossy-starling
Aves,Lamprotornis corruscus,Black-bellied Glossy-starling
Aves,Myadestes ralloides,Andean Solitaire
Aves,Myadestes townsendi,Townsend's Solitaire
Aves,Myadestes unicolor,Slate-coloured Solitaire
Aves,Myophonus borneensis,Bornean Whistling-thrush
Aves,Myophonus caeruleus,Blue Whistling-thrush
Aves,Myophonus castaneus,Chestnut-winged Whistling-thrush
Aves,Myophonus glaucinus,Javan Whistling Thrush
Aves,Psophocichla litsitsirupa,Groundscraper Thrush
Aves,Myophonus insularis,Taiwan Whistling-thrush
Aves,Neocossyphus rufus,Red-tailed Ant-thrush
Aves,Myophonus robinsoni,Malaysian Whistling-thrush
Aves,Myadestes palmeri,Puaiohi
Aves,Myophonus melanurus,Shiny Whistling-thrush
Aves,Myadestes genibarbis,Rufous-throated Solitaire
Aves,Myophonus horsfieldii,Malabar Whistling-thrush
Aves,Myadestes coloratus,Varied Solitaire
Aves,Nesocichla eremita,Tristan Thrush
Aves,Myophonus blighi,Sri Lanka Whistling-thrush
Aves,Myadestes elisabeth,Cuban Solitaire
Aves,Myadestes lanaiensis,Olomao
Aves,Neocossyphus poensis,White-tailed Ant-thrush
Aves,Myadestes melanops,Black-faced Solitaire
Aves,Myadestes obscurus,Omao
Aves,Myadestes occidentalis,Brown-backed Solitaire
Aves,Turdus swalesi,La Selle Thrush
Aves,Turdus serranus,Glossy-black Thrush
Aves,Turdus tephronotus,Bare-eyed Thrush
Aves,Turdus torquatus,Ring Ouzel
Aves,Turdus unicolor,Tickell's Thrush
Aves,Turdus viscivorus,Mistle Thrush
Aves,Turdus rufiventris,Rufous-bellied Thrush
Aves,Turdus subalaris,Eastern Slaty Thrush
Aves,Turdus rufitorques,Rufous-collared Robin
Aves,Turdus ruficollis,Dark-throated Thrush
Aves,Turdus rubrocanus,Chestnut Thrush
Aves,Turdus reevei,Plumbeous-backed Thrush
Aves,Turdus chiguanco,Chiguanco Thrush
Aves,Sialia sialis,Eastern Bluebird
Aves,Sialia mexicana,Western Bluebird
Aves,Sialia currucoides,Mountain Bluebird
Aves,Turdus rufopalliatus,Rufous-backed Robin
Aves,Turdus fuscater,Great Thrush
Aves,Turdus lawrencii,Lawrence's Thrush
Aves,Turdus aurantius,White-chinned Thrush
Aves,Turdus bewsheri,Comoro Thrush
Aves,Turdus boulboul,Grey-winged Blackbird
Aves,Turdus cardis,Japanese Thrush
Aves,Turdus celaenops,Izu Thrush
Aves,Turdus chrysolaus,Brown-headed Thrush
Aves,Turdus dissimilis,Black-breasted Thrush
Aves,Turdus falcklandii,Austral Thrush
Aves,Turdus feae,Grey-sided Thrush
Aves,Turdus flavipes,Yellow-legged Thrush
Aves,Turdus amaurochalinus,Creamy-bellied Thrush
Aves,Turdus fumigatus,Cocoa Thrush
Aves,Turdus albocinctus,White-collared Blackbird
Aves,Turdus grayi,Clay-coloured Thrush
Aves,Turdus haplochrous,Unicoloured Thrush
Aves,Turdus hauxwelli,Hauxwell's Thrush
Aves,Turdus helleri,Taita Thrush
Aves,Turdus hortulorum,Grey-backed Thrush
Aves,Turdus ignobilis,Black-billed Thrush
Aves,Turdus iliacus,Redwing
Aves,Zoothera leucolaema,Enggano Thrush
Aves,Turdus infuscatus,Black Thrush
Aves,Turdus jamaicensis,White-eyed Thrush
Aves,Turdus kessleri,White-backed Thrush
Aves,Turdus fulviventris,Chestnut-bellied Thrush
Aves,Zoothera monticola,Long-billed Thrush
Aves,Zoothera wardii,Pied Thrush
Aves,Zoothera turipavae,Guadalcanal Thrush
Aves,Zoothera tanganjicae,Kivu Ground-thrush
Aves,Zoothera talaseae,New Britain Thrush
Aves,Zoothera spiloptera,Spot-winged Thrush
Aves,Zoothera sibirica,Siberian Thrush
Aves,Zoothera schistacea,Slaty-backed Thrush
Aves,Zoothera princei,Grey Ground-thrush
Aves,Zoothera pinicola,Aztec Thrush
Aves,Zoothera piaggiae,Abyssinian Ground-thrush
Aves,Zoothera peronii,Orange-banded Thrush
Aves,Turdus assimilis,White-throated Thrush
Aves,Zoothera naevia,Varied Thrush
Aves,Stizorhina finschi,Finsch's Rufous Thrush
Aves,Zoothera mollissima,Plain-backed Thrush
Aves,Zoothera mendeni,Red-and-black Thrush
Aves,Zoothera marginata,Dark-sided Thrush
Aves,Zoothera margaretae,Makira Thrush
Aves,Zoothera major,Amami Thrush
Aves,Zoothera machiki,Fawn-breasted Thrush
Aves,Zoothera lunulata,Bassian Thrush
Aves,Turdus daguae,Dagua Thrush
Aves,Stizorhina fraseri,Rufous Flycatcher-thrush
Aves,Turdus poliocephalus,Island Thrush
Aves,Turdus albicollis,White-necked Thrush
Aves,Zoothera oberlaenderi,Forest Ground-thrush
Aves,Turdus obsoletus,Pale-vented Thrush
Aves,Turdus pilaris,Fieldfare
Aves,Turdus philomelos,Song Thrush
Aves,Zoothera citrina,Orange-headed Thrush
Aves,Zoothera cinerea,Ashy Thrush
Aves,Zoothera camaronensis,Black-eared Ground-thrush
Aves,Zoothera andromedae,Sunda Thrush
Aves,Turdus pelios,African Thrush
Aves,Turdus pallidus,Pale Thrush
Aves,Turdus olivater,Black-hooded Thrush
Aves,Turdus olivaceofuscus,Sao Tome Thrush
Aves,Zoothera crossleyi,Crossley's Ground-thrush
Aves,Turdus maranonicus,Maranon Thrush
Aves,Turdus olivaceus,Olive Thrush
Aves,Turdus obscurus,Eyebrowed Thrush
Aves,Turdus nudigenis,Spectacled Thrush
Aves,Turdus nigriceps,Slaty Thrush
Aves,Turdus nigrescens,Sooty Thrush
Aves,Turdus naumanni,Dusky Thrush
Aves,Turdus mupinensis,Chinese Thrush
Aves,Turdus migratorius,American Robin
Aves,Turdus merula,Eurasian Blackbird
Aves,Turdus leucomelas,Pale-breasted Thrush
Aves,Turdus menachensis,Yemen Thrush
Aves,Turdus maculirostris,Ecuadorian Thrush
Aves,Turdus ludoviciae,Somali Thrush
Aves,Zoothera joiceyi,Seram Thrush
Aves,Zoothera heinei,Russet-tailed Thrush
Aves,Zoothera guttata,Spotted Ground-thrush
Aves,Zoothera dauma,Eurasian Scaly Thrush
Aves,Turdus plumbeus,Red-legged Thrush
Aves,Zoothera imbricata,Sri Lanka Scaly Thrush
Aves,Zoothera interpres,Chestnut-capped Thrush
Aves,Turdus plebejus,American Mountain Thrush
Aves,Zoothera gurneyi,Orange Ground-thrush
Aves,Turdus libonyanus,Kurrichane Thrush
Aves,Turdus lherminieri,Forest Thrush
Aves,Turdus leucops,Pale-eyed Thrush
Aves,Zoothera erythronota,Red-backed Thrush
Aves,Zoothera dumasi,Buru Thrush
Aves,Zoothera dohertyi,Chestnut-backed Thrush
Aves,Zoothera dixoni,Long-tailed Thrush
Aves,Zoothera everetti,Everett's Thrush
Aves,Catharus bicknelli,Bicknell's Thrush
Aves,Brachypteryx stellata,Gould's Shortwing
Aves,Brachypteryx montana,White-browed Shortwing
Aves,Brachypteryx leucophrys,Lesser Shortwing
Aves,Catharus dryas,Spotted Nightingale-thrush
Aves,Chlamydochaera jefferyi,Fruit-hunter
Aves,Cichlopsis leucogenys,Rufous-brown Solitaire
Aves,Brachypteryx hyperythra,Rusty-bellied Shortwing
Aves,Chaetops aurantius,Drakensberg Rockjumper
Aves,Catharus frantzii,Ruddy-capped Nightingale-thrush
Aves,Catharus ustulatus,Swainson's Thrush
Aves,Catharus occidentalis,Russet Nightingale-thrush
Aves,Cochoa viridis,Green Cochoa
Aves,Cochoa purpurea,Purple Cochoa
Aves,Cochoa beccarii,Sumatran Cochoa
Aves,Cochoa azurea,Javan Cochoa
Aves,Catharus minimus,Grey-cheeked Thrush
Aves,Catharus mexicanus,Black-headed Nightingale-thrush
Aves,Catharus guttatus,Hermit Thrush
Aves,Catharus fuscater,Slaty-backed Nightingale-thrush
Aves,Catharus fuscescens,Veery
Aves,Chaetops frenatus,Cape Rock-jumper
Aves,Cataponera turdoides,Sulawesi Thrush
Aves,Alethe choloensis,Thyolo Alethe
Aves,Catharus aurantiirostris,Orange-billed Nightingale-thrush
Aves,Catharus gracilirostris,Black-billed Nightingale-thrush
Aves,Alethe fuelleborni,White-chested Alethe
Aves,Alethe poliocephala,Brown-chested Alethe
Aves,Alethe diademata,White-tailed Alethe
Aves,Alethe poliophrys,Red-throated Alethe
Aves,Hylocichla mustelina,Wood Thrush
Aves,Entomodestes leucotis,White-eared Solitaire
Aves,Entomodestes coracinus,Black Solitaire
Aves,Heinrichia calligyna,Great Shortwing
Aves,Geomalia heinrichi,Geomalia
Aves,Cinclus mexicanus,American Dipper
Aves,Cinclus pallasii,Brown Dipper
Aves,Cinclus leucocephalus,White-capped Dipper
Aves,Cinclus cinclus,White-throated Dipper
Aves,Cinclus schulzi,Rufous-throated Dipper
Aves,Chloropsis jerdoni,Jerdon's Leafbird
Aves,Chloropsis hardwickii,Orange-bellied Leafbird
Aves,Chloropsis kinabaluensis,Bornean Leafbird
Aves,Chloropsis flavipennis,Philippine Leafbird
Aves,Chloropsis cyanopogon,Lesser Green Leafbird
Aves,Chloropsis media,Sumatran Leafbird
Aves,Chloropsis aurifrons,Golden-fronted Leafbird
Aves,Chloropsis palawanensis,Yellow-throated Leafbird
Aves,Chloropsis cochinchinensis,Blue-winged Leafbird
Aves,Chloropsis venusta,Blue-masked Leafbird
Aves,Chloropsis sonnerati,Greater Green Leafbird
Aves,Prionochilus maculatus,Yellow-breasted Flowerpecker
Aves,Prionochilus olivaceus,Olive-backed Flowerpecker
Aves,Prionochilus xanthopygius,Yellow-rumped Flowerpecker
Aves,Prionochilus thoracicus,Scarlet-breasted Flowerpecker
Aves,Prionochilus plateni,Palawan Flowerpecker
Aves,Prionochilus percussus,Crimson-breasted Flowerpecker
Aves,Dicaeum eximium,Red-banded Flowerpecker
Aves,Dicaeum trigonostigma,Orange-bellied Flowerpecker
Aves,Dicaeum everetti,Brown-backed Flowerpecker
Aves,Dicaeum erythrothorax,Flame-breasted Flowerpecker
Aves,Dicaeum erythrorhynchos,Pale-billed Flowerpecker
Aves,Dicaeum cruentatum,Scarlet-backed Flowerpecker
Aves,Dicaeum concolor,Plain Flowerpecker
Aves,Dicaeum chrysorrheum,Yellow-vented Flowerpecker
Aves,Dicaeum celebicum,Grey-sided Flowerpecker
Aves,Dicaeum aeneum,Midget Flowerpecker
Aves,Dicaeum australe,Red-striped Flowerpecker
Aves,Dicaeum aureolimbatum,Yellow-sided Flowerpecker
Aves,Dicaeum anthonyi,Flame-crowned Flowerpecker
Aves,Dicaeum annae,Golden-rumped Flowerpecker
Aves,Dicaeum haematostictum,Visayan Flowerpecker
Aves,Dicaeum aeruginosum,Striped Flowerpecker
Aves,Dicaeum hirundinaceum,Mistletoebird
Aves,Dicaeum bicolor,Bicoloured Flowerpecker
Aves,Dicaeum retrocinctum,Scarlet-collared Flowerpecker
Aves,Dicaeum tristrami,Mottled Flowerpecker
Aves,Dicaeum geelvinkianum,Red-capped Flowerpecker
Aves,Dicaeum sanguinolentum,Blood-breasted Flowerpecker
Aves,Dicaeum agile,Thick-billed Flowerpecker
Aves,Dicaeum trochileum,Scarlet-headed Flowerpecker
Aves,Dicaeum vincens,White-throated Flowerpecker
Aves,Dicaeum vulneratum,Ashy Flowerpecker
Aves,Dicaeum quadricolor,Cebu Flowerpecker
Aves,Dicaeum pygmaeum,Pygmy Flowerpecker
Aves,Dicaeum proprium,Whiskered Flowerpecker
Aves,Dicaeum pectorale,Olive-crowned Flowerpecker
Aves,Dicaeum ignipectus,Fire-breasted Flowerpecker
Aves,Dicaeum igniferum,Black-fronted Flowerpecker
Aves,Dicaeum maugei,Red-chested Flowerpecker
Aves,Dicaeum melanoxanthum,Yellow-bellied Flowerpecker
Aves,Dicaeum monticolum,Black-sided Flowerpecker
Aves,Dicaeum nehrkorni,Crimson-crowned Flowerpecker
Aves,Dicaeum nigrilore,Olive-capped Flowerpecker
Aves,Dicaeum nitidum,Louisiade Flowerpecker
Aves,Dicaeum hypoleucum,Buzzing Flowerpecker
Aves,Promerops gurneyi,Gurney's Sugarbird
Aves,Promerops cafer,Cape Sugarbird
Aves,Passer motitensis,Southern Rufous-sparrow
Aves,Passer montanus,Eurasian Tree Sparrow
Aves,Plocepasser superciliosus,Chestnut-crowned Sparrow-weaver
Aves,Petronia dentata,Bush Petronia
Aves,Plocepasser rufoscapulatus,Chestnut-backed Sparrow-weaver
Aves,Passer pyrrhonotus,Sind Sparrow
Aves,Montifringilla adamsi,Black-winged Snowfinch
Aves,Montifringilla blanfordi,Plain-backed Snowfinch
Aves,Montifringilla davidiana,Small Snowfinch
Aves,Pseudonigrita cabanisi,Black-capped Social-weaver
Aves,Pseudonigrita arnaudi,Grey-headed Social-weaver
Aves,Montifringilla nivalis,White-winged Snowfinch
Aves,Montifringilla ruficollis,Rufous-necked Snowfinch
Aves,Montifringilla taczanowskii,White-rumped Snowfinch
Aves,Petronia pyrgita,Yellow-spotted Petronia
Aves,Petronia brachydactyla,Pale Rock Sparrow
Aves,Passer rufocinctus,Kenya Rufous-sparrow
Aves,Petronia petronia,Rock Sparrow
Aves,Plocepasser mahali,White-browed Sparrow-weaver
Aves,Petronia superciliaris,Yellow-throated Petronia
Aves,Petronia xanthocollis,Chestnut-shouldered Petronia
Aves,Passer swainsonii,Swainson's Sparrow
Aves,Passer suahelicus,Swahili Sparrow
Aves,Passer simplex,Desert Sparrow
Aves,Passer shelleyi,Shelley's Rufous-sparrow
Aves,Montifringilla theresae,Afghan Snowfinch
Aves,Passer griseus,Northern Grey-headed Sparrow
Aves,Passer domesticus,House Sparrow
Aves,Plocepasser donaldsoni,Donaldson-Smith's Sparrow-weaver
Aves,Passer luteus,Sudan Golden Sparrow
Aves,Passer insularis,Socotra Sparrow
Aves,Passer iagoensis,Iago Sparrow
Aves,Passer ammodendri,Saxaul Sparrow
Aves,Passer hemileucus,Abd 'Al Kuri Sparrow
Aves,Passer moabiticus,Dead Sea Sparrow
Aves,Passer rutilans,Russet Sparrow
Aves,Passer cordofanicus,Kordofan Rufous-sparrow
Aves,Passer diffusus,Southern Grey-headed Sparrow
Aves,Passer flaveolus,Plain-backed Sparrow
Aves,Passer euchlorus,Arabian Golden Sparrow
Aves,Passer eminibey,Chestnut Sparrow
Aves,Passer hispaniolensis,Spanish Sparrow
Aves,Passer castanopterus,Somali Sparrow
Aves,Philetairus socius,Sociable Weaver
