id,string
acn-arbor,"[""Mixtecan arboreal alligator lizard:eng"", ""Reid arboreal alligator lizard:eng"", ""Brilliant arboreal alligator lizard:eng"", ""Salvador arboreal alligator lizard:eng"", ""Montecristo arboreal alligator lizard:eng"", ""Oaxaca arboreal alligator lizard:eng"", ""Matuda arboreal alligator lizard:eng"", ""Northern chiapas arboreal alligator lizard:eng"", ""Terrestrial arboreal alligator lizard:eng"", ""Bromeliad arboreal alligator lizard:eng"", ""Chiszar arboreal alligator lizard:eng"", ""Smith arboreal alligator lizard:eng"", ""Red lipped arboreal alligator lizard:eng"", ""Cope arboreal alligator lizard:eng"", ""Smoothback arboreal alligator lizard:eng"", ""Mitchell arboreal alligator lizard:eng"", ""Bogert arboreal alligator lizard:eng"", ""Abronia aurita:sci""]"
acr-arbor,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia aurita""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia aurita""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia bogerti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia bogerti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia chiszari""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia chiszari""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia gaiophantasma""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia graminea""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia graminea""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia leurolepis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia lythrochila""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia lythrochila""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia matudai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia matudai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mitchelli""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mitchelli""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mixteca""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mixteca""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia montecristoi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia oaxacae""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia oaxacae""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ochoterenai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia ochoterenai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia reidi""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia reidi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia salvadorensis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia smithi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia taeniata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia taeniata""}]}"
acn-arbo,"[""Mixtecan arboreal alligator lizard:eng"", ""Reid arboreal alligator lizard:eng"", ""Brilliant arboreal alligator lizard:eng"", ""Salvador arboreal alligator lizard:eng"", ""Montecristo arboreal alligator lizard:eng"", ""Oaxaca arboreal alligator lizard:eng"", ""Matuda arboreal alligator lizard:eng"", ""Northern chiapas arboreal alligator lizard:eng"", ""Terrestrial arboreal alligator lizard:eng"", ""Bromeliad arboreal alligator lizard:eng"", ""Chiszar arboreal alligator lizard:eng"", ""Smith arboreal alligator lizard:eng"", ""Red lipped arboreal alligator lizard:eng"", ""Cope arboreal alligator lizard:eng"", ""Smoothback arboreal alligator lizard:eng"", ""Mitchell arboreal alligator lizard:eng"", ""Bogert arboreal alligator lizard:eng"", ""Abronia aurita:sci""]"
acr-arbo,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia aurita""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia aurita""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia bogerti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia bogerti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia chiszari""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia chiszari""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia gaiophantasma""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia graminea""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia graminea""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia leurolepis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia lythrochila""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia lythrochila""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia matudai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia matudai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mitchelli""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mitchelli""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mixteca""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mixteca""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia montecristoi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia oaxacae""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia oaxacae""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ochoterenai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia ochoterenai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia reidi""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia reidi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia salvadorensis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia smithi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia taeniata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia taeniata""}]}"
acn-arb,"[""Mixtecan arboreal alligator lizard:eng"", ""Reid arboreal alligator lizard:eng"", ""Brilliant arboreal alligator lizard:eng"", ""Salvador arboreal alligator lizard:eng"", ""Montecristo arboreal alligator lizard:eng"", ""Oaxaca arboreal alligator lizard:eng"", ""Matuda arboreal alligator lizard:eng"", ""Northern chiapas arboreal alligator lizard:eng"", ""Terrestrial arboreal alligator lizard:eng"", ""Bromeliad arboreal alligator lizard:eng"", ""Chiszar arboreal alligator lizard:eng"", ""Smith arboreal alligator lizard:eng"", ""Red lipped arboreal alligator lizard:eng"", ""Cope arboreal alligator lizard:eng"", ""Smoothback arboreal alligator lizard:eng"", ""Mitchell arboreal alligator lizard:eng"", ""Bogert arboreal alligator lizard:eng"", ""Abronia aurita:sci""]"
acr-arb,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia aurita""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia aurita""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia bogerti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia bogerti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia chiszari""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia chiszari""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia gaiophantasma""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia graminea""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia graminea""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia leurolepis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia lythrochila""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia lythrochila""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia matudai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia matudai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mitchelli""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mitchelli""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mixteca""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mixteca""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia montecristoi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia oaxacae""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia oaxacae""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ochoterenai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia ochoterenai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia reidi""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia reidi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia salvadorensis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia smithi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia taeniata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia taeniata""}]}"
acn-alligator,"[""Mixtecan arboreal alligator lizard:eng"", ""Mitchell arboreal alligator lizard:eng"", ""Brilliant arboreal alligator lizard:eng"", ""Salvador arboreal alligator lizard:eng"", ""Red lipped arboreal alligator lizard:eng"", ""Ramirez alligator lizard:eng"", ""Matuda arboreal alligator lizard:eng"", ""Oaxaca arboreal alligator lizard:eng"", ""Northern chiapas arboreal alligator lizard:eng"", ""Cerrobaul alligator lizard:eng"", ""Terrestrial arboreal alligator lizard:eng"", ""Bromeliad arboreal alligator lizard:eng"", ""Chiszar arboreal alligator lizard:eng"", ""Montecristo arboreal alligator lizard:eng"", ""Smith arboreal alligator lizard:eng"", ""Mount zempoaltepec alligator lizard:eng"", ""Cope arboreal alligator lizard:eng"", ""Smoothback arboreal alligator lizard:eng"", ""Reid arboreal alligator lizard:eng"", ""Bogert arboreal alligator lizard:eng"", ""Abronia aurita:sci""]"
acr-alligator,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia aurita""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia aurita""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia bogerti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia bogerti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia chiszari""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia chiszari""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia fuscolabialis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia fuscolabialis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia gaiophantasma""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia graminea""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia graminea""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia leurolepis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia lythrochila""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia lythrochila""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia matudai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia matudai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mitchelli""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mitchelli""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mixteca""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mixteca""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia montecristoi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia oaxacae""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia oaxacae""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ochoterenai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia ochoterenai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ornelasi""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia ornelasi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ramirezi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia reidi""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia reidi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia salvadorensis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia smithi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia taeniata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia taeniata""}]}"
acn-alligato,"[""Mixtecan arboreal alligator lizard:eng"", ""Mitchell arboreal alligator lizard:eng"", ""Brilliant arboreal alligator lizard:eng"", ""Salvador arboreal alligator lizard:eng"", ""Red lipped arboreal alligator lizard:eng"", ""Ramirez alligator lizard:eng"", ""Matuda arboreal alligator lizard:eng"", ""Oaxaca arboreal alligator lizard:eng"", ""Northern chiapas arboreal alligator lizard:eng"", ""Cerrobaul alligator lizard:eng"", ""Terrestrial arboreal alligator lizard:eng"", ""Bromeliad arboreal alligator lizard:eng"", ""Chiszar arboreal alligator lizard:eng"", ""Montecristo arboreal alligator lizard:eng"", ""Smith arboreal alligator lizard:eng"", ""Mount zempoaltepec alligator lizard:eng"", ""Cope arboreal alligator lizard:eng"", ""Smoothback arboreal alligator lizard:eng"", ""Reid arboreal alligator lizard:eng"", ""Bogert arboreal alligator lizard:eng"", ""Abronia aurita:sci""]"
acr-alligato,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia aurita""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia aurita""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia bogerti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia bogerti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia chiszari""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia chiszari""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia fuscolabialis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia fuscolabialis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia gaiophantasma""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia graminea""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia graminea""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia leurolepis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia lythrochila""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia lythrochila""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia matudai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia matudai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mitchelli""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mitchelli""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mixteca""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mixteca""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia montecristoi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia oaxacae""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia oaxacae""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ochoterenai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia ochoterenai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ornelasi""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia ornelasi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ramirezi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia reidi""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia reidi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia salvadorensis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia smithi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia taeniata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia taeniata""}]}"
acn-alligat,"[""Mixtecan arboreal alligator lizard:eng"", ""Mitchell arboreal alligator lizard:eng"", ""Brilliant arboreal alligator lizard:eng"", ""Salvador arboreal alligator lizard:eng"", ""Red lipped arboreal alligator lizard:eng"", ""Ramirez alligator lizard:eng"", ""Matuda arboreal alligator lizard:eng"", ""Oaxaca arboreal alligator lizard:eng"", ""Northern chiapas arboreal alligator lizard:eng"", ""Cerrobaul alligator lizard:eng"", ""Terrestrial arboreal alligator lizard:eng"", ""Bromeliad arboreal alligator lizard:eng"", ""Chiszar arboreal alligator lizard:eng"", ""Montecristo arboreal alligator lizard:eng"", ""Smith arboreal alligator lizard:eng"", ""Mount zempoaltepec alligator lizard:eng"", ""Cope arboreal alligator lizard:eng"", ""Smoothback arboreal alligator lizard:eng"", ""Reid arboreal alligator lizard:eng"", ""Bogert arboreal alligator lizard:eng"", ""Abronia aurita:sci""]"
acr-alligat,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia aurita""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia aurita""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia bogerti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia bogerti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia chiszari""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia chiszari""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia fuscolabialis""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia fuscolabialis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia gaiophantasma""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia graminea""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia graminea""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia leurolepis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia lythrochila""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia lythrochila""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia matudai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia matudai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mitchelli""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mitchelli""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia mixteca""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia mixteca""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia montecristoi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia oaxacae""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia oaxacae""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ochoterenai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia ochoterenai""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ornelasi""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia ornelasi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia ramirezi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia reidi""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia reidi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia salvadorensis""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia smithi""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Abronia taeniata""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Abronia taeniata""}]}"
